loop1,loop2,loop3,time
120.0,120.0,120.0,83.0
120.0,240.0,180.0,84.0
120.0,60.0,120.0,85.0
120.0,180.0,120.0,86.0
120.0,120.0,120.0,87.0
120.0,120.0,120.0,88.0
120.0,120.0,120.0,89.0
120.0,120.0,120.0,90.0
120.0,120.0,120.0,91.0
120.0,120.0,120.0,92.0
120.0,120.0,120.0,93.0
120.0,120.0,120.0,94.0
120.0,120.0,120.0,95.0
240.0,120.0,120.0,96.0
120.0,120.0,120.0,97.0
120.0,120.0,120.0,98.0
120.0,120.0,120.0,99.0
120.0,120.0,120.0,100.0
120.0,120.0,120.0,101.0
120.0,120.0,120.0,102.0
120.0,120.0,120.0,103.0
120.0,120.0,240.0,104.0
120.0,120.0,120.0,105.0
120.0,120.0,120.0,106.0
120.0,120.0,120.0,107.0
120.0,120.0,120.0,108.0
120.0,180.0,120.0,109.0
120.0,180.0,120.0,110.0
120.0,120.0,120.0,111.0
120.0,120.0,120.0,112.0
120.0,120.0,120.0,113.0
120.0,120.0,120.0,114.0
120.0,120.0,120.0,115.0
120.0,120.0,120.0,116.0
120.0,120.0,120.0,117.0
120.0,120.0,120.0,118.0
240.0,120.0,120.0,119.0
120.0,120.0,120.0,120.0
120.0,120.0,120.0,121.0
