timestep_time;vehicle_angle;vehicle_id;vehicle_lane;vehicle_pos;vehicle_slope;vehicle_speed;vehicle_type;vehicle_x;vehicle_y
17767.00;91.16;f_lane0_308.1;-1028163861#4_0;77.90;0.00;18.20;type_wiedemann;950.00;107.19
17767.00;287.53;f_lane1_308.0;-1028163861#2_1;172.74;0.00;20.53;type_wiedemann;1310.19;520.31
17768.00;279.99;f_lane0_308.0;-1028163861#2_0;195.24;0.00;20.09;type_wiedemann;1291.13;527.89
17768.00;85.85;f_lane0_308.1;-1028163861#4_0;96.43;0.00;18.53;type_wiedemann;968.68;108.01
17768.00;279.70;f_lane1_308.0;-1028163861#2_1;193.26;0.00;20.53;type_wiedemann;1290.46;524.74
17769.00;266.62;f_lane0_308.0;-1028163861#2_0;215.33;0.00;20.09;type_wiedemann;1270.82;528.10
17769.00;79.66;f_lane0_308.1;-1028163861#4_0;113.99;0.00;17.56;type_wiedemann;986.21;110.57
17769.00;266.62;f_lane1_308.0;-1028163861#2_1;213.79;0.00;20.53;type_wiedemann;1270.22;524.86
17770.00;258.27;f_lane0_308.0;-1028163861#2_0;235.41;0.00;20.09;type_wiedemann;1250.73;525.06
17770.00;76.87;f_lane0_308.1;-1028163861#4_0;127.05;0.00;13.06;type_wiedemann;999.09;113.42
17770.00;257.99;f_lane1_308.0;-1028163861#2_1;234.32;0.00;20.53;type_wiedemann;1250.23;521.68
17771.00;257.91;f_lane0_308.0;-1028163861#2_0;255.50;0.00;20.09;type_wiedemann;1230.83;520.82
17771.00;69.40;f_lane0_308.1;-1028163861#4_0;135.62;0.00;8.56;type_wiedemann;1007.18;116.46
17771.00;257.37;f_lane1_308.0;-1028163861#2_1;254.85;0.00;20.53;type_wiedemann;1230.42;517.41
17772.00;255.76;f_lane0_308.0;-1028163861#2_0;275.59;0.00;20.09;type_wiedemann;1211.11;515.82
17772.00;66.95;f_lane0_308.1;:9476898747_3_0;7.00;0.00;11.16;type_wiedemann;1017.62;120.70
17772.00;255.76;f_lane1_308.0;-1028163861#2_1;275.37;0.00;20.53;type_wiedemann;1210.77;512.43
17773.00;255.76;f_lane0_308.0;-1028163861#2_0;295.68;0.00;20.09;type_wiedemann;1191.39;510.82
17773.00;64.71;f_lane0_308.1;-1028163861#3_0;5.80;0.00;13.76;type_wiedemann;1030.26;126.33
17773.00;255.76;f_lane1_308.0;-1028163861#2_1;295.90;0.00;20.53;type_wiedemann;1191.13;507.44
17774.00;255.76;f_lane0_308.0;-1028163861#2_0;315.77;0.00;20.09;type_wiedemann;1171.67;505.82
17774.00;59.67;f_lane0_308.1;-1028163861#3_0;22.16;0.00;16.36;type_wiedemann;1044.59;134.26
17774.00;255.76;f_lane1_308.0;-1028163861#2_1;316.43;0.00;20.53;type_wiedemann;1171.48;502.46
17775.00;54.70;f_lane0_308.1;-1028163861#3_0;40.69;0.00;18.53;type_wiedemann;1059.89;144.73
17776.00;54.70;f_lane0_308.1;-1028163861#3_0;59.22;0.00;18.53;type_wiedemann;1075.03;155.45
17777.00;54.70;f_lane0_308.1;-1028163861#3_0;77.75;0.00;18.53;type_wiedemann;1090.17;166.17
17778.00;54.70;f_lane0_308.1;-1028163861#3_0;96.28;0.00;18.53;type_wiedemann;1105.32;176.89
17779.00;54.70;f_lane0_308.1;-1028163861#3_0;114.81;0.00;18.53;type_wiedemann;1120.46;187.62
17779.00;118.26;f_lane0_309.0;-1028163861#4_0;5.10;0.00;0.00;type_wiedemann;878.84;123.04
17779.00;118.19;f_lane1_309.0;-1028163861#4_1;5.10;0.00;0.00;type_wiedemann;880.32;125.88
17780.00;53.66;f_lane0_308.1;-1028163861#3_0;133.34;0.00;18.53;type_wiedemann;1135.47;198.51
17780.00;115.07;f_lane0_309.0;-1028163861#4_0;7.70;0.00;2.60;type_wiedemann;881.26;122.01
17780.00;114.98;f_lane1_309.0;-1028163861#4_1;7.70;0.00;2.60;type_wiedemann;882.69;124.87
17781.00;53.66;f_lane0_308.1;-1028163861#3_0;151.87;0.00;18.53;type_wiedemann;1150.42;209.51
17781.00;113.20;f_lane0_309.0;-1028163861#4_0;12.90;0.00;5.20;type_wiedemann;886.08;119.94
17781.00;113.20;f_lane1_309.0;-1028163861#4_1;12.90;0.00;5.20;type_wiedemann;887.42;122.84
17782.00;53.66;f_lane0_308.1;-1028163861#3_0;170.40;0.00;18.53;type_wiedemann;1165.36;220.50
17782.00;112.46;f_lane0_309.0;-1028163861#4_0;20.70;0.00;7.80;type_wiedemann;893.35;116.90
17782.00;112.29;f_lane1_309.0;-1028163861#4_1;20.70;0.00;7.80;type_wiedemann;894.55;119.87
17783.00;53.66;f_lane0_308.1;-1028163861#3_0;188.93;0.00;18.53;type_wiedemann;1180.31;231.49
17783.00;106.63;f_lane0_309.0;-1028163861#4_0;31.10;0.00;10.40;type_wiedemann;903.41;113.89
17783.00;106.61;f_lane1_309.0;-1028163861#4_1;31.10;0.00;10.40;type_wiedemann;904.41;116.93
17784.00;53.66;f_lane0_308.1;-1028163861#3_0;207.46;0.00;18.53;type_wiedemann;1195.26;242.49
17784.00;101.57;f_lane0_309.0;-1028163861#4_0;44.10;0.00;13.00;type_wiedemann;916.11;110.62
17784.00;101.60;f_lane1_309.0;-1028163861#4_1;44.10;0.00;13.00;type_wiedemann;916.87;113.73
17785.00;53.66;f_lane0_308.1;-1028163861#3_0;225.99;0.00;18.53;type_wiedemann;1210.20;253.48
17785.00;94.55;f_lane0_309.0;-1028163861#4_0;59.70;0.00;15.60;type_wiedemann;931.65;108.17
17785.00;94.52;f_lane1_309.0;-1028163861#4_1;59.70;0.00;15.60;type_wiedemann;932.10;111.35
17786.00;53.66;f_lane0_308.1;-1028163861#3_0;244.52;0.00;18.53;type_wiedemann;1225.15;264.48
17786.00;91.16;f_lane0_309.0;-1028163861#4_0;77.90;0.00;18.20;type_wiedemann;950.00;107.19
17786.00;91.18;f_lane1_309.0;-1028163861#4_1;77.90;0.00;18.20;type_wiedemann;950.08;110.39
17787.00;53.66;f_lane0_308.1;-1028163861#3_0;263.05;0.00;18.53;type_wiedemann;1240.09;275.47
17787.00;85.85;f_lane0_309.0;-1028163861#4_0;96.25;0.00;18.35;type_wiedemann;968.49;107.99
17787.00;85.85;f_lane1_309.0;-1028163861#4_1;98.70;0.00;20.80;type_wiedemann;970.63;111.36
17788.00;53.66;f_lane0_308.1;-1028163861#3_0;281.58;0.00;18.53;type_wiedemann;1255.04;286.46
17788.00;79.73;f_lane0_309.0;-1028163861#4_0;113.85;0.00;17.61;type_wiedemann;986.08;110.54
17788.00;78.71;f_lane1_309.0;-1028163861#4_1;115.69;0.00;16.99;type_wiedemann;987.23;114.06
17789.00;53.66;f_lane0_308.1;-1028163861#3_0;300.10;0.00;18.53;type_wiedemann;1269.98;297.46
17789.00;77.02;f_lane0_309.0;-1028163861#4_0;126.96;0.00;13.11;type_wiedemann;999.00;113.39
17789.00;74.91;f_lane1_309.0;-1028163861#4_1;128.19;0.00;12.49;type_wiedemann;999.25;116.90
17790.00;53.66;f_lane0_308.1;-1028163861#3_0;318.63;0.00;18.53;type_wiedemann;1284.93;308.45
17790.00;69.40;f_lane0_309.0;-1028163861#4_0;135.57;0.00;8.61;type_wiedemann;1007.14;116.44
17790.00;69.41;f_lane1_309.0;-1028163861#4_1;136.18;0.00;7.99;type_wiedemann;1006.66;119.68
17791.00;53.66;f_lane0_308.1;-1028163861#3_0;337.16;0.00;18.53;type_wiedemann;1299.88;319.44
17791.00;66.95;f_lane0_309.0;:9476898747_3_0;7.00;0.00;11.21;type_wiedemann;1017.62;120.70
17791.00;66.94;f_lane1_309.0;:9476898747_3_1;7.00;0.00;10.59;type_wiedemann;1016.38;123.65
17792.00;53.66;f_lane0_308.1;-1028163861#3_0;355.69;0.00;18.53;type_wiedemann;1314.82;330.44
17792.00;64.71;f_lane0_309.0;-1028163861#3_0;5.85;0.00;13.81;type_wiedemann;1030.30;126.35
17792.00;64.73;f_lane1_309.0;-1028163861#3_1;5.23;0.00;13.19;type_wiedemann;1028.37;128.97
17793.00;53.66;f_lane0_308.1;-1028163861#3_0;374.22;0.00;18.53;type_wiedemann;1329.77;341.43
17793.00;59.67;f_lane0_309.0;-1028163861#3_0;22.26;0.00;16.41;type_wiedemann;1044.66;134.31
17793.00;59.66;f_lane1_309.0;-1028163861#3_1;21.03;0.00;15.79;type_wiedemann;1042.18;136.56
17794.00;53.66;f_lane0_308.1;-1028163861#3_0;388.75;0.00;14.52;type_wiedemann;1341.48;350.05
17794.00;54.70;f_lane0_309.0;-1028163861#3_0;40.60;0.00;18.35;type_wiedemann;1059.82;144.67
17794.00;54.70;f_lane1_309.0;-1028163861#3_1;39.42;0.00;18.39;type_wiedemann;1057.38;146.86
17795.00;45.75;f_lane0_308.1;-1028163861#3_0;398.77;0.00;10.02;type_wiedemann;1349.05;356.60
17795.00;54.70;f_lane0_309.0;-1028163861#3_0;58.95;0.00;18.35;type_wiedemann;1074.81;155.29
17795.00;54.70;f_lane1_309.0;-1028163861#3_1;60.42;0.00;20.99;type_wiedemann;1074.49;158.98
17796.00;45.75;f_lane0_308.1;-1028163861#3_0;404.29;0.00;5.52;type_wiedemann;1353.01;360.46
17796.00;54.70;f_lane0_309.0;-1028163861#3_0;77.29;0.00;18.35;type_wiedemann;1089.80;165.91
17796.00;54.70;f_lane1_309.0;-1028163861#3_1;83.07;0.00;22.65;type_wiedemann;1092.95;172.05
17797.00;44.63;f_lane0_308.1;:9476898787_7_0;7.00;0.00;8.12;type_wiedemann;1358.75;366.22
17797.00;54.70;f_lane0_309.0;-1028163861#3_0;95.64;0.00;18.35;type_wiedemann;1104.79;176.52
17797.00;54.70;f_lane1_309.0;-1028163861#3_1;105.72;0.00;22.65;type_wiedemann;1111.41;185.13
17798.00;29.11;f_lane0_308.1;:9476898787_7_0;17.72;0.00;10.72;type_wiedemann;1364.72;375.07
17798.00;54.70;f_lane0_309.0;-1028163861#3_0;113.99;0.00;18.35;type_wiedemann;1119.79;187.14
17798.00;53.66;f_lane1_309.0;-1028163861#3_1;128.37;0.00;22.65;type_wiedemann;1129.80;198.31
17799.00;22.69;f_lane0_308.1;-1028163861#2_0;8.97;0.00;13.32;type_wiedemann;1370.04;387.41
17799.00;53.66;f_lane0_309.0;-1028163861#3_0;132.33;0.00;18.35;type_wiedemann;1134.66;197.92
17799.00;53.66;f_lane1_309.0;-1028163861#3_1;151.03;0.00;22.65;type_wiedemann;1148.02;211.71
17800.00;18.90;f_lane0_308.1;-1028163861#2_0;24.89;0.00;15.92;type_wiedemann;1375.53;402.56
17800.00;53.66;f_lane0_309.0;-1028163861#3_0;150.68;0.00;18.35;type_wiedemann;1149.46;208.80
17800.00;53.66;f_lane1_309.0;-1028163861#3_1;173.68;0.00;22.65;type_wiedemann;1166.25;225.12
17801.00;7.46;f_lane0_308.1;-1028163861#2_0;43.42;0.00;18.52;type_wiedemann;1378.67;421.00
17801.00;53.66;f_lane0_309.0;-1028163861#3_0;169.03;0.00;18.35;type_wiedemann;1164.26;219.69
17801.00;53.66;f_lane1_309.0;-1028163861#3_1;196.33;0.00;22.65;type_wiedemann;1184.47;238.52
17802.00;355.24;f_lane0_308.1;-1028163861#2_0;61.94;0.00;18.53;type_wiedemann;1379.04;439.71
17802.00;53.66;f_lane0_309.0;-1028163861#3_0;187.37;0.00;18.35;type_wiedemann;1179.06;230.57
17802.00;53.66;f_lane1_309.0;-1028163861#3_1;218.98;0.00;22.65;type_wiedemann;1202.69;251.93
17803.00;345.18;f_lane0_308.1;-1028163861#2_0;80.47;0.00;18.53;type_wiedemann;1375.24;458.04
17803.00;53.66;f_lane0_309.0;-1028163861#3_0;205.72;0.00;18.35;type_wiedemann;1193.85;241.46
17803.00;53.66;f_lane1_309.0;-1028163861#3_1;241.63;0.00;22.65;type_wiedemann;1220.92;265.33
17804.00;334.77;f_lane0_308.1;-1028163861#2_0;99.00;0.00;18.53;type_wiedemann;1368.23;475.43
17804.00;53.66;f_lane0_309.0;-1028163861#3_0;224.07;0.00;18.35;type_wiedemann;1208.65;252.34
