timestep_time;vehicle_angle;vehicle_id;vehicle_lane;vehicle_pos;vehicle_slope;vehicle_speed;vehicle_type;vehicle_x;vehicle_y
0.00;316.69;f_lane_390.0;-0_0;5.10;0.00;0.00;type_krauss;562.13;387.13
1.00;316.69;f_lane_390.0;-0_0;6.44;0.00;1.34;type_krauss;561.21;388.11
2.00;316.69;f_lane_390.0;-0_0;9.21;0.00;2.77;type_krauss;559.31;390.12
3.00;314.62;f_lane_390.0;-0_0;13.88;0.00;4.66;type_krauss;555.98;393.39
3.00;316.69;f_lane_390.1;-0_0;5.10;0.00;0.00;type_krauss;562.13;387.13
4.00;313.34;f_lane_390.0;-0_0;20.91;0.00;7.04;type_krauss;550.88;398.23
4.00;316.69;f_lane_390.1;-0_0;5.84;0.00;0.74;type_krauss;561.63;387.67
5.00;309.37;f_lane_390.0;-0_0;29.44;0.00;8.52;type_krauss;544.29;403.64
5.00;316.69;f_lane_390.1;-0_0;8.25;0.00;2.41;type_krauss;559.97;389.42
6.00;301.80;f_lane_390.0;-0_0;39.77;0.00;10.33;type_krauss;535.59;409.19
6.00;315.46;f_lane_390.1;-0_0;12.35;0.00;4.10;type_krauss;557.08;392.33
7.00;294.04;f_lane_390.0;-0_0;51.92;0.00;12.16;type_krauss;524.60;414.36
7.00;313.96;f_lane_390.1;-0_0;18.77;0.00;6.42;type_krauss;552.46;396.78
7.00;316.69;f_lane_390.2;-0_0;5.10;0.00;0.00;type_krauss;562.13;387.13
8.00;283.37;f_lane_390.0;-0_0;66.49;0.00;14.57;type_krauss;510.72;418.73
8.00;309.37;f_lane_390.1;-0_0;26.52;0.00;7.75;type_krauss;546.55;401.79
8.00;316.69;f_lane_390.2;-0_0;7.41;0.00;2.31;type_krauss;560.55;388.81
9.00;275.09;f_lane_390.0;-0_0;83.66;0.00;17.16;type_krauss;493.78;421.29
9.00;301.80;f_lane_390.1;-0_0;35.96;0.00;9.44;type_krauss;538.82;407.18
9.00;315.65;f_lane_390.2;-0_0;11.99;0.00;4.58;type_krauss;557.34;392.08
10.00;265.80;f_lane_390.0;-0_0;102.25;0.00;18.59;type_krauss;475.22;420.81
10.00;295.28;f_lane_390.1;-0_0;47.44;0.00;11.48;type_krauss;528.70;412.55
10.00;313.96;f_lane_390.2;-0_0;18.34;0.00;6.36;type_krauss;552.77;396.49
10.00;316.69;f_lane_390.3;-0_0;5.10;0.00;0.00;type_krauss;562.13;387.13
11.00;258.11;f_lane_390.0;-0_0;122.42;0.00;20.18;type_krauss;455.36;417.38
11.00;289.23;f_lane_390.1;-0_0;61.51;0.00;14.07;type_krauss;515.57;417.58
11.00;309.37;f_lane_390.2;-0_0;27.04;0.00;8.70;type_krauss;546.14;402.12
11.00;316.69;f_lane_390.3;-0_0;6.96;0.00;1.86;type_krauss;560.86;388.48
